,id,object_name,chain,object_type,address,number,coordinates,street
9307,167007,правdа кофе,да,кафе,"город Москва, Пресненская набережная, дом 2, сооружение 1",8,"37.539644,55.749299",Пресненская набережная
9308,167008,кафе суп,нет,кафе,"город Москва, Пресненская набережная, дом 2, сооружение 1",10,"37.539644,55.749299",Пресненская набережная
9309,167013,круглый кот,нет,кафе,"город Москва, Бауманская улица, дом 9",20,"37.677104,55.776654",Бауманская улица
9310,167020,спорт бар,нет,бар,"город Москва, 3-я Владимирская улица, дом 6",40,"37.784641,55.76214",3-я Владимирская улица
9311,167021,бол бол,нет,предприятие быстрого обслуживания,"город Москва, Полимерная улица, дом 5, строение 2",1,"37.795538,55.74639",Полимерная улица
9312,167023,горыныч,нет,ресторан,"город Москва, Рождественский бульвар, дом 1",100,"37.624166,55.766734",Рождественский бульвар
9313,167058,миша фишер,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",80,"37.540488,55.748143",Пресненская набережная
9314,167185,ла карта,нет,ресторан,"город Москва, Херсонская улица, дом 43",78,"37.560835,55.659231",Херсонская улица
9315,167202,food store еда&бар,нет,кафе,"город Москва, улица Рождественка, дом 6/9/20, строение 1",170,"37.624112,55.761796",улица Рождественка
9316,167216,чайхона №1,да,ресторан,"город Москва, Цветной бульвар, дом 2",200,"37.623483,55.768025",Цветной бульвар
9317,167227,tokyo-japan,нет,ресторан,"город Москва, проспект Мира, дом 12, строение 1",70,"37.632637,55.774639",проспект Мира
9318,167230,поминальная трапеза,нет,кафе,"город Москва, Пятницкое шоссе, дом 40",40,"37.35963,55.855522",Пятницкое шоссе
9319,167272,кафе прайм стар,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",38,"37.539078,55.747115",Пресненская набережная
9320,167274,кафе «кофе порт»,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",6,"37.539078,55.747115",Пресненская набережная
9321,167277,ресторан базара нет,нет,ресторан,"город Москва, Пресненская набережная, дом 8, строение 1",24,"37.539078,55.747115",Пресненская набережная
9322,167278,кафе хлеб насущный,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",24,"37.539078,55.747115",Пресненская набережная
9323,167280,кафе даблби,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",6,"37.539078,55.747115",Пресненская набережная
9324,167283,кафе фреш салат бар,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",95,"37.539078,55.747115",Пресненская набережная
9325,167285,кафе pit stop,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",8,"37.539078,55.747115",Пресненская набережная
9326,167288,кафе здоровая еда,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",20,"37.539078,55.747115",Пресненская набережная
9327,167290,ресторан фреш сити,нет,ресторан,"город Москва, Пресненская набережная, дом 8, строение 1",478,"37.539078,55.747115",Пресненская набережная
9328,167291,ресторан buba by sumosan,нет,ресторан,"город Москва, Пресненская набережная, дом 8, строение 1",43,"37.539078,55.747115",Пресненская набережная
9329,167297,ресторан «cut»,нет,ресторан,"город Москва, Большая Никитская улица, дом 14/2, строение 7",40,"37.605337,55.756741",Большая Никитская улица
9330,167299,быстро-кафе,нет,предприятие быстрого обслуживания,"город Москва, улица Седова, дом 15, корпус 2",0,"37.637326,55.852036",улица Седова
9331,167303,паб «three tuns»,нет,кафе,"город Москва, 2-я Брестская улица, дом 39, строение 2",80,"37.584613,55.774213",2-я Брестская улица
9332,167305,винный магазин-бар «хлеб и вино»,нет,ресторан,"город Москва, проспект Вернадского, дом 94, корпус 8",16,"37.476402,55.652674",проспект Вернадского
9333,167306,ресторан «insight»,нет,ресторан,"город Москва, 1-й Красногвардейский проезд, дом 21, строение 2",100,"37.534092,55.74938",1-й Красногвардейский проезд
9334,167307,кухмистерская «профессор пуф»,нет,кафе,"город Москва, Нежинская улица, дом 13, корпус 2",10,"37.470527,55.708308",Нежинская улица
9335,167318,буфет,нет,буфет,"город Москва, Прохладная улица, дом 28",0,"37.673187,55.61628",Прохладная улица
9336,167321,о чем говорят...,нет,бар,"город Москва, проспект Мира, дом 79",36,"37.634182,55.790975",проспект Мира
9337,167328,сварня,да,ресторан,"город Москва, проспект Мира, дом 74, строение 1",145,"37.635224,55.789699",проспект Мира
9338,167366,ресторан море мяса,нет,ресторан,"город Москва, 1-й Красногвардейский проезд, дом 15",150,"37.539527,55.750479",1-й Красногвардейский проезд
9339,167367,кафе «dream coffee»,нет,кафе,"город Москва, 1-й Красногвардейский проезд, дом 15",12,"37.539527,55.750479",1-й Красногвардейский проезд
9340,167368,столовая «кантина»,нет,столовая,"город Москва, 1-й Красногвардейский проезд, дом 15",236,"37.539527,55.750479",1-й Красногвардейский проезд
9341,167377,ресторан paul,нет,ресторан,"город Москва, Пресненская набережная, дом 10",25,"37.537371,55.746593",Пресненская набережная
9342,167378,кафе ваби-саби,нет,кафе,"город Москва, Пресненская набережная, дом 10",20,"37.537371,55.746593",Пресненская набережная
9343,167380,ресторан il fornetto,нет,ресторан,"город Москва, Пресненская набережная, дом 10",50,"37.537371,55.746593",Пресненская набережная
9344,167386,кафе dunkin donuts,нет,кафе,"город Москва, Пресненская набережная, дом 10",6,"37.537371,55.746593",Пресненская набережная
9345,167387,кафе «healthy food»,нет,кафе,"город Москва, Пресненская набережная, дом 10",25,"37.537371,55.746593",Пресненская набережная
9346,167389,кафе tim-tim,нет,кафе,"город Москва, Пресненская набережная, дом 10",9,"37.537371,55.746593",Пресненская набережная
9347,167391,ресторан столичный вкус,нет,кафе,"город Москва, Пресненская набережная, дом 10",120,"37.537371,55.746593",Пресненская набережная
9348,167392,ресторан «chef's kitchen by sodexo»,нет,ресторан,"город Москва, Пресненская набережная, дом 10",250,"37.537371,55.746593",Пресненская набережная
9349,167393,кафе даблби,нет,кафе,"город Москва, Пресненская набережная, дом 10",10,"37.537371,55.746593",Пресненская набережная
9350,167394,кафе prime,нет,кафе,"город Москва, Пресненская набережная, дом 10",40,"37.537371,55.746593",Пресненская набережная
9351,167400,burger heroes,нет,кафе,"город Москва, улица Новый Арбат, дом 17",30,"37.590713,55.752141",улица Новый Арбат
9352,167422,кафе «траттория модерна»,нет,кафе,"город Москва, Новоданиловская набережная, дом 6, корпус 1",82,"37.625118,55.698011",Новоданиловская набережная
9353,167436,harat's pub,нет,бар,"город Москва, улица Покровка, дом 6",120,"37.642007,55.758691",улица Покровка
9354,167064,кофе пью,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",20,"37.540488,55.748143",Пресненская набережная
9355,167067,кафе «duck it»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",25,"37.540488,55.748143",Пресненская набережная
9356,167068,зеленая точка,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",0,"37.540488,55.748143",Пресненская набережная
9357,167073,кафе «кофе бин»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",60,"37.540488,55.748143",Пресненская набережная
9358,167133,live stars,нет,ресторан,"город Москва, Берсеневский переулок, дом 5, строение 2",118,"37.610089,55.741338",Берсеневский переулок
9359,167134,филетто,нет,ресторан,"город Москва, Ленинский проспект, дом 44",45,"37.56715,55.701318",Ленинский проспект
9360,167138,37-37,нет,кафе,"город Москва, Елецкая улица, дом 26",40,"37.73792,55.599387",Елецкая улица
9361,167148,beer harbor,нет,бар,"город Москва, улица Покровка, дом 21-23/25, строение 1",41,"37.64719,55.759689",улица Покровка
9362,167161,правда кофе,нет,кафетерий,"город Москва, Щербаковская улица, дом 3",0,"37.723367,55.782623",Щербаковская улица
9363,167167,ресторан «mollusca»,нет,ресторан,"город Москва, Большой Козихинский переулок, дом 19/6",30,"37.59524,55.764141",Большой Козихинский переулок
9364,167174,7 злаков,нет,кафе,"город Москва, Ломоносовский проспект, дом 25, корпус 3",15,"37.528621,55.694287",Ломоносовский проспект
9365,167178,закусочная «донеретто»,нет,закусочная,"город Москва, Бирюлёвская улица, дом 37Б",0,"37.665354,55.58928",Бирюлёвская улица
9366,167179,закусочная «донеретто»,нет,закусочная,"город Москва, Михневский проезд, дом 4, корпус 1",0,"37.66795,55.577495",Михневский проезд
9367,167180,закусочная «донеретто»,нет,закусочная,"город Москва, Бирюлёвская улица, дом 13, корпус 4",0,"37.663351,55.597358",Бирюлёвская улица
9368,167442,трактир на лодочной,нет,кафе,"город Москва, улица Свободы, дом 35, строение 39",80,"37.451177,55.836848",улица Свободы
9369,167444,столовая,нет,столовая,"город Москва, Ильменский проезд, дом 10, строение 2",20,"37.548447,55.857947",Ильменский проезд
9370,167445,оке поке кафе,нет,кафе,"город Москва, Валовая улица, дом 35",40,"37.626232,55.729366",Валовая улица
9371,167446,"джон донатс кофе, шаурма",нет,кафетерий,"город Москва, Большая Серпуховская улица, дом 8/7, строение 2",1,"37.624022,55.728687",Большая Серпуховская улица
9372,167447,шаурма на углях,нет,закусочная,"город Москва, Большая Серпуховская улица, дом 8/7, строение 2",1,"37.624022,55.728687",Большая Серпуховская улица
9373,167448,кафе prime,нет,кафе,"город Москва, улица Красная Пресня, дом 44, строение 1",35,"37.564976,55.76287",улица Красная Пресня
9374,167453,столовая «московский школьник»,нет,столовая,"город Москва, город Зеленоград, корпус 1140",120,no coordinates,no street
9375,167458,кафе «лоранж»,нет,кафе,"город Москва, улица Академика Миллионщикова, дом 20А",45,"37.646094,55.66702",улица Академика Миллионщикова
9376,167480,бургер кинг,да,закусочная,"город Москва, улица Удальцова, дом 42",49,"37.491063,55.683752",улица Удальцова
9377,167487,мята lounge,да,кафе,"город Москва, улица Казакова, дом 8, строение 2",70,"37.661213,55.762703",улица Казакова
9378,167523,акасака,нет,ресторан,"город Москва, улица Обручева, дом 34/63, строение 1",49,"37.539401,55.65433",улица Обручева
9379,167524,черетто,нет,ресторан,"город Москва, Ленинградский проспект, дом 37Б",64,"37.544629,55.790221",Ленинградский проспект
9380,167547,дом шашлыка,нет,кафе,"город Москва, Дубравная улица, дом 34/29",45,"37.35795,55.846082",Дубравная улица
9381,167564,tgi fridays,да,ресторан,"город Москва, Комсомольская площадь, дом 3",30,"37.655347,55.776127",Комсомольская площадь
9382,167570,il patio,нет,ресторан,"город Москва, Комсомольская площадь, дом 3",30,"37.655347,55.776127",Комсомольская площадь
9383,167593,бутчер,нет,ресторан,"город Москва, Профсоюзная улица, дом 45А",160,"37.55187,55.666878",Профсоюзная улица
9384,167605,стардаст кофе-кофе с собой,нет,кафетерий,"город Москва, Абельмановская улица, дом 7",0,"37.671849,55.736235",Абельмановская улица
9385,167620,донеркебаб,нет,закусочная,"город Москва, Таганская улица, дом 32/1, строение 1",0,"37.664896,55.739483",Таганская улица
9386,167633,buro tsum,нет,ресторан,"город Москва, улица Петровка, дом 2, строение 1",150,"37.619764,55.760798",улица Петровка
9387,167637,кафе «папаха»,нет,кафе,"город Москва, Таганская улица, дом 25-27",40,"37.665974,55.739787",Таганская улица
9388,167660,хачапурoff,нет,закусочная,"город Москва, Первомайская улица, дом 81",0,"37.801574,55.793556",Первомайская улица
9389,167681,modus friends,нет,ресторан,"город Москва, 1-й переулок Тружеников, дом 4",120,"37.574956,55.739235",1-й переулок Тружеников
9390,167693,сладкомания,нет,кафе,"город Москва, Большая Академическая улица, дом 15, корпус 1",25,"37.526726,55.822979",Большая Академическая улица
9391,167828,коленки пчелы,нет,кафе,"город Москва, Чистопрудный бульвар, дом 12, корпус 4",30,"37.64312,55.76134",Чистопрудный бульвар
9392,167858,casa leone,нет,кафе,"город Москва, Лубянский проезд, дом 15, строение 2",49,"37.632305,55.756817",Лубянский проезд
9393,167877,батони,нет,кафе,"город Москва, улица Кржижановского, владение 22, строение 1",48,"37.574363,55.677692",улица Кржижановского
9394,167913,loft soft bar,нет,бар,"город Москва, улица Барклая, дом 6",20,"37.503935,55.740669",улица Барклая
9395,167918,ресторан география,нет,ресторан,"город Москва, Рочдельская улица, дом 15, строение 16",50,"37.564302,55.755221",Рочдельская улица
9396,167922,ресторан gabriel,нет,ресторан,"город Москва, Рочдельская улица, дом 15, строение 17-18",70,"37.56335,55.755439",Рочдельская улица
9397,167926,кофе на вынос,нет,кафе,"город Москва, Рочдельская улица, дом 15, строение 31",2,"37.561473,55.755089",Рочдельская улица
9398,167928,правда кофе,нет,кафе,"город Москва, Рочдельская улица, дом 15, строение 1",2,"37.566054,55.756908",Рочдельская улица
9399,167934,кафе дабелби,нет,кафе,"город Москва, Рочдельская улица, дом 15, строение 1",45,"37.566054,55.756908",Рочдельская улица
9400,167939,кафе cacao,нет,кафе,"город Москва, Рочдельская улица, дом 15, строение 21",43,"37.56282,55.755368",Рочдельская улица
9401,167942,бар пилот,нет,бар,"город Москва, Рочдельская улица, дом 15, строение 23",80,"37.561625,55.754942",Рочдельская улица
9402,167945,ресторан «hite»,нет,ресторан,"город Москва, Рочдельская улица, дом 15, строение 27",63,"37.560565,55.754831",Рочдельская улица
9403,167951,кафе-столовая сити ланч в бц «кристалл»,нет,столовая,"город Москва, Кировоградская улица, дом 23А, корпус 1",130,"37.600873,55.60012",Кировоградская улица
9404,167700,кальянная «лофт»,нет,кафе,"город Москва, Щёлковское шоссе, дом 9",60,"37.759021,55.805604",Щёлковское шоссе
9405,167741,шаурма,нет,закусочная,"город Москва, улица Маршала Катукова, дом 17, корпус 1",0,"37.407995,55.808108",улица Маршала Катукова
9406,167761,мята lounge,да,кафе,"город Москва, Большая Академическая улица, дом 47, строение 2",40,"37.535143,55.835048",Большая Академическая улица
9407,167766,шеф бургер,нет,ресторан,"город Москва, Садовая-Кудринская улица, дом 3Б",113,"37.584775,55.76017",Садовая-Кудринская улица
9408,167776,додо пицца,да,ресторан,"город Москва, Дубнинская улица, дом 50",50,"37.558562,55.893672",Дубнинская улица
9409,167783,burger heroes,нет,бар,"город Москва, улица Александра Солженицына, владение 1/5",0,"37.655311,55.742119",улица Александра Солженицына
9410,167786,tasty joys,нет,кафе,"город Москва, Пестовский переулок, дом 3, строение 1",22,"37.659218,55.745301",Пестовский переулок
9411,167789,пицца ресторантс,нет,ресторан,"город Москва, Шарикоподшипниковская улица, дом 11, строение 5",30,"37.676798,55.718562",Шарикоподшипниковская улица
9412,167816,русский маффин,нет,предприятие быстрого обслуживания,"город Москва, улица Рогожский Вал, дом 5, строение 1",6,"37.679134,55.744363",улица Рогожский Вал
9413,167979,кафе olo,нет,кафе,"город Москва, Ленинский проспект, дом 73/8",32,"37.547405,55.688553",Ленинский проспект
9414,167982,замечательные люди,нет,ресторан,"город Москва, улица Ильинка, дом 13",45,"37.628029,55.755864",улица Ильинка
9415,167983,мирамар,нет,ресторан,"город Москва, Никольская улица, дом 10/2, строение 2Б",40,"37.625055,55.758453",Никольская улица
9416,168036,караоке-бар ян пен,нет,бар,"город Москва, улица Покровка, дом 3/7, строение 1Г",40,"37.639869,55.758772",улица Покровка
9417,168040,дас крюгер холл,нет,бар,"город Москва, Нижняя Красносельская улица, дом 13, строение 1",26,"37.669693,55.777803",Нижняя Красносельская улица
9418,168041,столовая-бар хутор,нет,столовая,"город Москва, Комсомольская площадь, дом 6, сооружение 1",30,"37.660224,55.776492",Комсомольская площадь
9419,168045,чё чё,нет,ресторан,"город Москва, Сиреневый бульвар, дом 15",40,"37.785009,55.803186",Сиреневый бульвар
9420,168072,deli by prime прайм-кафе,да,кафе,"город Москва, улица Шаболовка, дом 29, корпус 2",40,"37.6107,55.721686",улица Шаболовка
9421,168183,столовая «свет»,нет,столовая,"город Москва, Мелитопольская улица, дом 1, корпус 2",36,"37.636275,55.583535",Мелитопольская улица
9422,168205,кафе хайп,нет,кафе,"город Москва, Красноказарменная улица, дом 19",30,"37.71009,55.753995",Красноказарменная улица
9423,168232,кафе,нет,кафе,"город Москва, Малая Семёновская улица, дом 28, строение 19",10,"37.715067,55.784253",Малая Семёновская улица
9424,168236,пельменная лавка,нет,кафе,"город Москва, Пятницкая улица, дом 2/38, строение 1",20,"37.626412,55.745519",Пятницкая улица
9425,168245,бистро вкусняк,нет,предприятие быстрого обслуживания,"город Москва, площадь Борьбы, дом 15",45,"37.606712,55.785574",площадь Борьбы
9426,168109,френч кебаб,нет,кафе,"город Москва, Нижняя Сыромятническая улица, дом 10, строение 4",15,"37.66998,55.752045",Нижняя Сыромятническая улица
9427,168120,геогриевское подворье,нет,кафе,"город Москва, Рождественский бульвар, дом 1",80,"37.624166,55.766734",Рождественский бульвар
9428,168147,ларам,нет,ресторан,"город Москва, улица Дубки, дом 6",35,"37.564913,55.819292",улица Дубки
9429,168255,кафе,нет,кафе,"город Москва, Малахитовая улица, владение 27, строение 16",10,"37.670241,55.829618",Малахитовая улица
9430,168273,винный базар,нет,бар,"город Москва, Петровский бульвар, дом 15, строение 1",35,"37.615982,55.768269",Петровский бульвар
9431,168293,завод,нет,кафе,"город Москва, Автомоторная улица, дом 1/3",20,"37.539688,55.846618",Автомоторная улица
9432,168294,столовая,нет,столовая,"город Москва, Варшавское шоссе, дом 170Б, строение 4",60,"37.590542,55.581439",Варшавское шоссе
9433,168295,шаурма,нет,кафе,"город Москва, Варшавское шоссе, дом 170Г, строение 5",32,"37.594054,55.580136",Варшавское шоссе
9434,168316,ванильное небо,нет,кафе,"город Москва, Большой Толмачёвский переулок, дом 4, строение 1",70,"37.622881,55.740725",Большой Толмачёвский переулок
9435,168320,столовая №1,нет,столовая,"город Москва, проспект Мира, дом 102, корпус 1",37,"37.636671,55.800595",проспект Мира
9436,168333,ресторан «счастливая щука»,нет,ресторан,"город Москва, 1-й Нагатинский проезд, дом 11, корпус 1",40,"37.634631,55.678707",1-й Нагатинский проезд
9437,168338,castle dish,нет,ресторан,"город Москва, Большой Харитоньевский переулок, дом 25",62,"37.652059,55.766516",Большой Харитоньевский переулок
9438,168342,burger heroes,нет,кафе,"город Москва, улица Маросейка, дом 4/2, строение 1",31,"37.633688,55.757409",улица Маросейка
9439,168344,za gorami,нет,кафе,"город Москва, Бакунинская улица, дом 14, строение 1",100,"37.682521,55.773753",Бакунинская улица
9440,168345,five,нет,кафе,"город Москва, Якиманский переулок, дом 6, строение 1",46,"37.609973,55.733493",Якиманский переулок
9441,168354,бродвей пекарня кулинария пиццерия,нет,кафе,"город Москва, Боровское шоссе, дом 2А, корпус 3",35,"37.411526,55.661308",Боровское шоссе
9442,168375,italy,нет,ресторан,"город Москва, Большая Грузинская улица, дом 69",68,"37.586293,55.77396",Большая Грузинская улица
9443,168377,мосдонер,нет,кафе,"город Москва, Новослободская улица, дом 46",96,"37.596148,55.785736",Новослободская улица
9444,154945,газпромнефть,нет,предприятие быстрого обслуживания,"город Москва, поселение ""Мосрентген"", 43-й километр МКАД, дом 1Б/Н",3,"37.473752,55.625725","МКАД, 43-й километр"
9445,157322,тцсо чертаново «кдп»,нет,столовая,"Медынская улица, дом 11А",45,"37.652265,55.582742",Медынская улица
9446,163276,wine and dine,нет,кафетерий,"город Москва, Новинский бульвар, дом 7",30,"37.582619,55.751675",Новинский бульвар
9447,163289,алаверды,нет,ресторан,"город Москва, Вишнёвая улица, дом 13",110,"37.447234,55.834922",Вишнёвая улица
9448,163342,бистро,нет,предприятие быстрого обслуживания,"город Москва, Щёлковское шоссе, дом 69, корпус 1, строение 2",6,"37.794882,55.811027",Щёлковское шоссе
9449,163362,мята lounge,да,бар,"город Москва, Милютинский переулок, дом 8, строение 2",20,"37.632386,55.762201",Милютинский переулок
9450,163368,облако 11,нет,бар,"город Москва, улица Малая Лубянка, дом 16",25,"37.6312,55.764496",улица Малая Лубянка
9451,163375,loft bar,нет,бар,"город Москва, Милютинский переулок, владение 13, строение 1",20,"37.631829,55.76486",Милютинский переулок
9452,163391,кафе «раковая на таганке»,нет,кафе,"город Москва, Краснохолмская набережная, дом 1, строение 3",42,"37.649903,55.735591",Краснохолмская набережная
9453,163397,кабачок дым коромыслом,нет,кафе,"город Москва, Краснопрудная улица, дом 3-5, строение 1",80,"37.66097,55.777616",Краснопрудная улица
9454,163399,mоs gastronomic smart и casual,нет,ресторан,"город Москва, Трубецкая улица, дом 10",80,"37.575783,55.727323",Трубецкая улица
9455,163401,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, улица Сергия Радонежского, дом 29-31, строение 1",173,"37.679502,55.746927",улица Сергия Радонежского
9456,163413,донер на углях,нет,предприятие быстрого обслуживания,"город Москва, улица Красного Маяка, дом 10",0,"37.593021,55.613041",улица Красного Маяка
9457,163421,кафе,нет,кафе,"город Москва, Вешняковская улица, дом 18Б",36,"37.824041,55.72272",Вешняковская улица
9458,163427,пекарная лавка «донер кебаб»,нет,кафе,"город Москва, Чонгарский бульвар, дом 1, корпус 1",3,"37.618372,55.652923",Чонгарский бульвар
9459,163459,скалка,нет,закусочная,"город Москва, Судостроительная улица, дом 11, корпус 1",0,"37.671399,55.680559",Судостроительная улица
9460,163464,кафе «самарканд»,нет,кафе,"город Москва, Вешняковская улица, дом 39А",16,"37.823906,55.718983",Вешняковская улица
9461,163466,i am ok,нет,кафе,"город Москва, Ленинский проспект, дом 146",35,"37.497656,55.657408",Ленинский проспект
9462,163491,кофе,нет,кафетерий,"город Москва, улица Народного Ополчения, дом 34, строение 1",0,"37.484882,55.785539",улица Народного Ополчения
9463,163497,практика,нет,ресторан,"город Москва, улица Малая Дмитровка, дом 6, строение 1",150,"37.6069,55.767762",улица Малая Дмитровка
9464,163518,додо пицца,да,кафе,"город Москва, Пятницкое шоссе, дом 21",41,"37.370581,55.847705",Пятницкое шоссе
9465,163702,пита и сувлаки,нет,кафе,"город Москва, улица Покровка, дом 1/13/6, строение 2",47,"37.639392,55.758575",улица Покровка
9466,163709,кафе вьетнамской кухни «дядюшка хо»,нет,кафе,"город Москва, Партийный переулок, дом 1, корпус 12",36,"37.635395,55.721878",Партийный переулок
9467,163816,hygge,нет,кафе,"город Москва, Кронштадтский бульвар, дом 6, корпус 5",46,"37.493614,55.840533",Кронштадтский бульвар
9468,163820,кафетерий,нет,кафе,"город Москва, поселение Марушкинское, посёлок Совхоза ""Крёкшино"", Озёрная улица, дом 2",10,no coordinates,no street
9469,163840,кафе«чайхана райхан»,нет,кафе,"город Москва, проспект Вернадского, дом 14Б",45,"37.504546,55.676301",проспект Вернадского
9470,163860,бар «mr. чо»,нет,ресторан,"город Москва, Большая Грузинская улица, дом 62",40,"37.585547,55.772512",Большая Грузинская улица
9471,163866,правда кофе,нет,кафетерий,"город Москва, Большая Серпуховская улица, дом 31, корпус 10",10,"37.627265,55.723273",Большая Серпуховская улица
9472,163867,шаурма,нет,предприятие быстрого обслуживания,"город Москва, проезд Русанова, дом 17",0,"37.64401,55.856073",проезд Русанова
9473,163868,шаурма в тандырном лаваше,нет,закусочная,"город Москва, Большая Серпуховская улица, дом 32, строение 1",10,"37.625585,55.725189",Большая Серпуховская улица
9474,163877,шаурма,нет,предприятие быстрого обслуживания,"город Москва, улица Амундсена, дом 14",0,"37.656703,55.854052",улица Амундсена
9475,163884,кафе «волконский»,нет,кафе,"город Москва, Рочдельская улица, дом 11/5",15,"37.569953,55.756462",Рочдельская улица
9476,163920,чайхана «бухара»,нет,кафе,"город Москва, улица Щепкина, дом 25/20",48,"37.628729,55.777788",улица Щепкина
9477,163950,столовая,нет,столовая,"город Москва, Алтуфьевское шоссе, дом 31, строение 1",80,"37.580409,55.861464",Алтуфьевское шоссе
9478,163951,лобби- бар,нет,бар,"город Москва, Ленинский проспект, дом 158",60,"37.483095,55.651186",Ленинский проспект
9479,163961,пекарня,нет,кафе,"город Москва, Ленинский проспект, дом 158",10,"37.483095,55.651186",Ленинский проспект
9480,163975,кондитерская,нет,кафе,"город Москва, Ленинский проспект, дом 158",15,"37.483095,55.651186",Ленинский проспект
9481,163993,рыба мечты,нет,ресторан,"город Москва, Садовническая улица, дом 57, строение 1",214,"37.640929,55.740558",Садовническая улица
9482,163999,айва,нет,ресторан,"город Москва, Головинское шоссе, дом 1",80,"37.488655,55.83982",Головинское шоссе
9483,164249,ресторан «farrof palace»,нет,ресторан,"город Москва, Востряковский проезд, дом 23, корпус 2",350,"37.656694,55.575607",Востряковский проезд
9484,164266,гриль-бар «жаровня»,нет,ресторан,"город Москва, Малая Бронная улица, дом 24, строение 3",70,"37.595195,55.763498",Малая Бронная улица
9485,164283,dunkin donuts,да,кафе,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",15,"37.540721,55.90968",Дмитровское шоссе
9486,164285,кафе,нет,кафе,"город Москва, Смольная улица, дом 24Г, строение 6",53,"37.482672,55.860964",Смольная улица
9487,164287,крошка картошка,да,предприятие быстрого обслуживания,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",20,"37.540721,55.90968",Дмитровское шоссе
9488,164291,fusion menu,нет,предприятие быстрого обслуживания,"город Москва, Дмитровское шоссе, дом 163А, корпус 1",15,"37.540721,55.90968",Дмитровское шоссе
9489,164322,ресторан «макдоналдс»,да,ресторан,"город Москва, улица Шаболовка, дом 34, строение 4",199,"37.607565,55.718481",улица Шаболовка
9490,164341,бургер рус,нет,предприятие быстрого обслуживания,"город Москва, Вешняковская улица, дом 18",24,"37.825155,55.724124",Вешняковская улица
9491,164368,кафе рай,нет,кафе,"город Москва, Дмитровское шоссе, дом 155, корпус 1",40,"37.542222,55.897518",Дмитровское шоссе
9492,164522,mr. burgerovich,нет,предприятие быстрого обслуживания,"город Москва, поселение ""Мосрентген"", Калужское шоссе, 22-й километр, домовладение 8, строение 1",32,no coordinates,no street
9493,164569,додо пицца,да,закусочная,"город Москва, Южнобутовская улица, дом 42",37,"37.536365,55.539889",Южнобутовская улица
9494,164570,суши,нет,закусочная,"город Москва, Сигнальный проезд, дом 17",10,"37.597414,55.850995",Сигнальный проезд
9495,164571,нихони,нет,кафе,"город Москва, Сигнальный проезд, дом 17",30,"37.597414,55.850995",Сигнальный проезд
9496,164636,хинкали-гали,нет,кафе,"город Москва, улица 1905 Года, дом 7, строение 1",45,"37.55867,55.7621",улица 1905 года
9497,164651,ресторан «сытый лось»,нет,ресторан,"город Москва, Коломенский проезд, дом 10",190,"37.650738,55.665594",Коломенский проезд
9498,164656,вокмания,нет,кафе,"город Москва, поселение Воскресенское, Чечёрский проезд, дом 51",8,no coordinates,no street
9499,164672,бургерная,нет,закусочная,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 8, корпус 1",10,no coordinates,no street
9500,164692,вкуснохаус,нет,магазин (отдел кулинарии),"город Москва, город Московский, Радужная улица, дом 8",0,no coordinates,no street
9501,164695,торт хауз,нет,магазин (отдел кулинарии),"город Москва, город Московский, Радужная улица, дом 8",0,no coordinates,no street
9502,164696,сушилав,нет,магазин (отдел кулинарии),"город Москва, город Московский, улица Бианки, дом 3, корпус 1",10,no coordinates,no street
9503,164881,tokyo,нет,кафе,"город Москва, Рождественский бульвар, дом 1",0,"37.624166,55.766734",Рождественский бульвар
9504,164885,burger & pizzetta,нет,кафе,"город Москва, площадь Киевского Вокзала, дом 2",150,"37.566072,55.744632",площадь Киевского Вокзала
9505,164886,том-ям,нет,кафе,"город Москва, Рождественский бульвар, дом 1",0,"37.624166,55.766734",Рождественский бульвар
9506,164887,точка дзы,нет,кафе,"город Москва, площадь Киевского Вокзала, дом 2",0,"37.566072,55.744632",площадь Киевского Вокзала
9507,164888,вегетарианская кухня,нет,кафе,"город Москва, Рождественский бульвар, дом 1",0,"37.624166,55.766734",Рождественский бульвар
9508,164894,duckit,нет,кафе,"город Москва, Рождественский бульвар, дом 1",0,"37.624166,55.766734",Рождественский бульвар
9509,164897,вьетнамская кухня,нет,кафе,"город Москва, Рождественский бульвар, дом 1",0,"37.624166,55.766734",Рождественский бульвар
9510,164908,бруно,нет,кафе,"город Москва, площадь Киевского Вокзала, дом 2",0,"37.566072,55.744632",площадь Киевского Вокзала
