,Unnamed: 0,id,object_name,chain,object_type,address,number,coordinates,street,address_list,region
11693,11693,186191,кафе «soul in bowl»,нет,кафе,"город Москва, Пресненская набережная, дом 8, строение 1",13,"37.539078,55.747115",Пресненская набережная,,Пресненский район
11694,11694,185700,ресторан «столичный вкус»,нет,ресторан,"город Москва, Пресненская набережная, дом 10",90,"37.537371,55.746593",Пресненская набережная,,Пресненский район
11695,11695,185710,кафе «паста дели и трэвэлерс кофе»,нет,кафе,"город Москва, Пресненская набережная, дом 10",57,"37.537371,55.746593",Пресненская набережная,,Пресненский район
11701,11701,186513,ресторан «abc kitchen»,нет,ресторан,"город Москва, Пресненская набережная, дом 6, строение 2",20,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11702,11702,186515,ресторан «bb burgers»,нет,ресторан,"город Москва, Пресненская набережная, дом 6, строение 2",31,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11703,11703,186518,суши «зеленая точка»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",2,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11704,11704,186522,кафе «курительная комната babylon vape shop»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",5,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11705,11705,186525,кафе «кофе порт»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",7,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11706,11706,186869,кальянная «небо лаунж»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",35,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11707,11707,188689,кафе «даблби»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",20,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11708,11708,188585,кафе «ii gorno»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",15,"37.540488,55.748143",Пресненская набережная,,Пресненский район
11711,11711,179977,шардени,нет,кафе,"город Москва, проспект Мира, дом 64",41,"37.635862,55.786116",проспект Мира,,Мещанский район
11714,11714,187141,кофейня «даблби»,нет,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",45,"37.534954,55.74751",Пресненская набережная,,Пресненский район
11715,11715,185541,кафе «зелёная точка»,нет,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",45,"37.534954,55.74751",Пресненская набережная,,Пресненский район
11716,11716,185530,кофейня «кофепорт»,нет,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",12,"37.534954,55.74751",Пресненская набережная,,Пресненский район
11717,11717,185524,прайм-кафе,да,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",50,"37.534954,55.74751",Пресненская набережная,,Пресненский район
11718,11718,188757,кафе «traveler's coffee»,нет,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",24,"37.534954,55.74751",Пресненская набережная,,Пресненский район
11725,11725,186667,кафе «dobrosco»,нет,кафе,"город Москва, Пресненская набережная, дом 2",15,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11726,11726,186673,кафе «сofix»,нет,кафе,"город Москва, Пресненская набережная, дом 2",18,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11727,11727,186685,кафетерий «la croisette»,нет,кафетерий,"город Москва, Пресненская набережная, дом 2",4,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11758,11758,186369,кафе «one bucks coffee»,нет,кафе,"город Москва, Пресненская набережная, дом 4, строение 1",6,"37.54294,55.748924",Пресненская набережная,,Пресненский район
11759,11759,186386,бар «крафтовый бар»,нет,бар,"город Москва, Пресненская набережная, дом 4, строение 1",20,"37.54294,55.748924",Пресненская набережная,,Пресненский район
11760,11760,186698,кафе «m-city»,нет,кафе,"город Москва, Пресненская набережная, дом 2",230,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11761,11761,186704,кафе «три правила»,нет,кафе,"город Москва, Пресненская набережная, дом 2",40,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11762,11762,186706,кафе «три правила»,нет,кафе,"город Москва, Пресненская набережная, дом 2",30,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11763,11763,186870,ресторан «radeberger»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",100,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11764,11764,186938,кафе «эдоко»,нет,кафе,"город Москва, Пресненская набережная, дом 2",58,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11765,11765,186940,ресторан «zafferano»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",37,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11766,11766,186942,ресторан «forte bello»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",34,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11767,11767,186898,ресторан «steak it easy»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",80,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11768,11768,186903,кафе «georgian house»,нет,кафе,"город Москва, Пресненская набережная, дом 2",45,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11769,11769,186910,ресторан «osteria mario»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",60,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11770,11770,186916,кафе «пепебьянко»,нет,кафе,"город Москва, Пресненская набережная, дом 2",30,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11771,11771,186918,кафе «левон'c»,нет,кафе,"город Москва, Пресненская набережная, дом 2",20,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11772,11772,186920,кафе «бургерная farш»,нет,кафе,"город Москва, Пресненская набережная, дом 2",45,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11773,11773,186924,ресторан «tgi fridays»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",60,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11774,11774,186932,кафе «the house»,нет,кафе,"город Москва, Пресненская набережная, дом 2",40,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11775,11775,186814,кафе «yes pizza»,нет,предприятие быстрого обслуживания,"город Москва, Пресненская набережная, дом 2",0,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11776,11776,186743,кафе «суши-маркет»,нет,предприятие быстрого обслуживания,"город Москва, Пресненская набережная, дом 2",0,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11777,11777,186825,кафе «sark sofrasi»,нет,предприятие быстрого обслуживания,"город Москва, Пресненская набережная, дом 2",0,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11778,11778,186828,кафе «grill kitchen»,нет,предприятие быстрого обслуживания,"город Москва, Пресненская набережная, дом 2",0,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11779,11779,186832,кафе «кальянная москальян»,нет,кафе,"город Москва, Пресненская набережная, дом 2",60,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11780,11780,187442,ресторан «cosmik»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",58,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11799,11799,187727,ресто групп,нет,столовая,"город Москва, Ленинградский проспект, дом 37",26,"37.540748,55.792108",Ленинградский проспект,,Хорошёвский район
11884,11884,186702,кофе хаус,да,кафе,"город Москва, Пресненская набережная, дом 2",150,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11885,11885,183452,кофе хаус,да,кафе,"город Москва, Профсоюзная улица, дом 61А",10,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
11905,11905,182544,ресторан «домино'с пицца»,да,кафе,"город Москва, Варшавское шоссе, дом 33, строение 12",20,"37.622369,55.691755",Варшавское шоссе,,Донской район
11913,11913,173709,пиццерия «папа джонс»,да,кафе,"город Москва, Профсоюзная улица, дом 140",16,"37.511014,55.626904",Профсоюзная улица,,район Тёплый Стан
11917,11917,181635,пиццерия «папа джонс»,да,предприятие быстрого обслуживания,"город Москва, Ленинский проспект, дом 156",20,"37.485996,55.651973",Ленинский проспект,,район Тропарёво-Никулино
11927,11927,186703,прайм-кафе,да,кафе,"город Москва, Пресненская набережная, дом 2",15,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11928,11928,182553,прайм-кафе,да,кафе,"город Москва, Варшавское шоссе, дом 9, строение 1Б",3,"37.623681,55.70003",Варшавское шоссе,,Донской район
11958,11958,183988,бургер кинг,да,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 76А",12,"37.515155,55.805837",Ленинградский проспект,,район Аэропорт
11961,11961,186860,зю кафе,да,кафе,"город Москва, Пресненская набережная, дом 2",60,"37.539644,55.749299",Пресненская набережная,,Пресненский район
11981,11981,187478,французская выпечка,да,магазин (отдел кулинарии),"город Москва, Ленинградский проспект, дом 75Г, строение 1",12,"37.512766,55.803282",Ленинградский проспект,,район Сокол
11982,11982,180492,французская выпечка,да,кафетерий,"город Москва, Ленинградский проспект, дом 45, корпус 1",24,"37.533858,55.798885",Ленинградский проспект,,Хорошёвский район
11994,11994,186738,ташир пицца,да,кафе,"город Москва, Пресненская набережная, дом 2",0,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12018,12018,186696,starbucks,да,кафе,"город Москва, Пресненская набережная, дом 2",40,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12042,12042,186739,макдоналдс,да,кафе,"город Москва, Ленинский проспект, дом 101",30,"37.51573,55.666624",Ленинский проспект,,Обручевский район
12043,12043,187002,макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Ленинградский проспект, дом 62А",138,"37.532098,55.801835",Ленинградский проспект,,no_region
12048,12048,186691,dunkin donuts,да,кафе,"город Москва, Пресненская набережная, дом 2",10,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12060,12060,186705,бургер кинг,да,кафе,"город Москва, Пресненская набережная, дом 2",35,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12069,12069,190338,kfc,да,ресторан,"город Москва, Ленинградский проспект, дом 36",25,"37.559379,55.791243",Ленинградский проспект,,район Аэропорт
12073,12073,175566,kfc,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 26, строение 5",95,"37.621543,55.683909",Варшавское шоссе,,Нагорный район
12080,12080,179108,kfc,да,кафе,"город Москва, Профсоюзная улица, дом 118",20,"37.521129,55.636306",Профсоюзная улица,,район Коньково
12094,12094,187928,даблби,нет,кафе,"город Москва, Пресненская набережная, дом 2",0,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12095,12095,186837,додо пицца,да,предприятие быстрого обслуживания,"город Москва, Пресненская набережная, дом 2",0,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12137,12137,190928,кафе «хинкальная»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",30,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12138,12138,190929,ресторан «yaffa»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",25,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12139,12139,190930,ресторан «meat up»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",150,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12140,12140,190931,корейское бистро «инсам»,нет,ресторан,"город Москва, Пресненская набережная, дом 2",40,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12145,12145,192482,паб кружка,да,бар,"город Москва, Варшавское шоссе, дом 82",42,"37.618758,55.651775",Варшавское шоссе,,Нагорный район
12150,12150,192178,amster bar snacks,нет,бар,"город Москва, проспект Вернадского, дом 105, корпус 4",40,"37.48685,55.663527",проспект Вернадского,,район Тропарёво-Никулино
12160,12160,190934,кафе «моё кафе»,нет,кафе,"город Москва, Пресненская набережная, дом 2",15,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12167,12167,190926,кафе «anadolu»,нет,кафе,"город Москва, Пресненская набережная, дом 2",20,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12168,12168,190927,кафе «bowler fresh bar»,нет,кафе,"город Москва, Пресненская набережная, дом 2",5,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12180,12180,191981,ресторан «дед пихто»,нет,кафе,"город Москва, Пресненская набережная, дом 4, строение 1",20,"37.54294,55.748924",Пресненская набережная,,Пресненский район
12185,12185,192017,пекарня,нет,кафе,"город Москва, проспект Мира, дом 112",0,"37.637847,55.805943",проспект Мира,,Алексеевский район
12241,12241,190922,кафе «sweety»,нет,кафетерий,"город Москва, Пресненская набережная, дом 2",3,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12242,12242,190923,островок «super mango shake»,нет,кафетерий,"город Москва, Пресненская набережная, дом 2",4,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12260,12260,190925,kfc,да,кафе,"город Москва, Пресненская набережная, дом 2",20,"37.539644,55.749299",Пресненская набережная,,Пресненский район
12288,12288,195098,хинкальная салхино,нет,кафе,"город Москва, проспект Вернадского, дом 33",35,"37.514563,55.680742",проспект Вернадского,,Ломоносовский район
12290,12290,204776,кальян бар,нет,бар,"город Москва, Варшавское шоссе, дом 2",24,"37.619683,55.699943",Варшавское шоссе,,Донской район
12328,12328,204412,позитано,нет,кафе,"город Москва, Ленинградский проспект, дом 44",32,"37.546794,55.794725",Ленинградский проспект,,район Аэропорт
12329,12329,197411,к литру литр,нет,бар,"город Москва, Ленинградский проспект, дом 74, корпус 1",25,"37.516952,55.805133",Ленинградский проспект,,район Аэропорт
12330,12330,197475,хинкальный дом арго,нет,кафе,"город Москва, Ленинский проспект, дом 25",5,"37.595088,55.717295",Ленинский проспект,,Донской район
12331,12331,198296,мармилатта,нет,кафе,"город Москва, Ленинский проспект, дом 75/9",47,"37.544997,55.686975",Ленинский проспект,,Гагаринский район
12347,12347,26005,масала хаус,нет,ресторан,"город Москва, проспект Мира, дом 79",40,"37.634182,55.790975",проспект Мира,,Мещанский район
12348,12348,198313,кулинария,нет,магазин (отдел кулинарии),"город Москва, проспект Мира, дом 124, корпус 8",0,"37.639285,55.814325",проспект Мира,,Алексеевский район
12360,12360,199126,вилка ложка два ствола,нет,кафе,"город Москва, Профсоюзная улица, дом 69",12,"37.533957,55.649063",Профсоюзная улица,,район Коньково
12361,12361,204692,китайская лапша,нет,кафе,"город Москва, Профсоюзная улица, дом 98, корпус 10",40,"37.520141,55.649886",Профсоюзная улица,,район Коньково
12362,12362,198347,пекарня,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 146, корпус 1",0,"37.507008,55.623625",Профсоюзная улица,,район Тёплый Стан
12379,12379,192848,кофейня правда кофе,нет,кафетерий,"город Москва, Профсоюзная улица, дом 2/22",0,"37.572378,55.687477",Профсоюзная улица,,Академический район
12380,12380,204141,уличная еда,нет,кафе,"город Москва, Профсоюзная улица, дом 7/12",12,"37.569881,55.683691",Профсоюзная улица,,Академический район
12381,12381,200004,coffee in,нет,кафетерий,"город Москва, Профсоюзная улица, дом 15",0,"37.565335,55.679509",Профсоюзная улица,,Академический район
12386,12386,200792,шаурма,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 2/22",0,"37.572378,55.687477",Профсоюзная улица,,Академический район
12445,12445,198237,просто,нет,кафетерий,"город Москва, проспект Мира, дом 146",0,"37.642689,55.820834",проспект Мира,,Алексеевский район
12470,12470,202547,кафе ай бург,нет,кафе,"город Москва, Профсоюзная улица, дом 104",14,"37.523456,55.64192",Профсоюзная улица,,район Коньково
12471,12471,200464,шаурма,нет,закусочная,"город Москва, Профсоюзная улица, дом 104",2,"37.523456,55.64192",Профсоюзная улица,,район Коньково
12510,12510,194304,принцесса шоко,нет,магазин (отдел кулинарии),"город Москва, Ленинградский проспект, дом 80, корпус 17",30,"37.511508,55.807951",Ленинградский проспект,,район Сокол
12528,12528,195984,в москве как дома,нет,столовая,"город Москва, Ленинский проспект, дом 54",64,"37.560368,55.697909",Ленинский проспект,,Гагаринский район
12529,12529,196040,паша пахвала,нет,кафе,"город Москва, Ленинский проспект, дом 54",32,"37.560368,55.697909",Ленинский проспект,,Гагаринский район
12565,12565,192908,донер кебаб,нет,закусочная,"город Москва, Варшавское шоссе, дом 102, строение 2",2,"37.618956,55.644623",Варшавское шоссе,,Нагорный район
12576,12576,204577,pho u,нет,кафе,"город Москва, Профсоюзная улица, дом 76",0,"37.54356,55.66076",Профсоюзная улица,,Обручевский район
12630,12630,203810,москальян,нет,кафе,"город Москва, Профсоюзная улица, дом 27, корпус 1",45,"37.559415,55.673945",Профсоюзная улица,,no_region
12714,12714,193628,хуторок,нет,ресторан,"город Москва, проспект Вернадского, дом 105, корпус 1",80,"37.485861,55.662354",проспект Вернадского,,район Тропарёво-Никулино
12723,12723,199696,arena by soho family,нет,бар,"город Москва, Кутузовский проспект, дом 36, строение 11",1700,"37.526717,55.741987",Кутузовский проспект,,район Дорогомилово
12726,12726,199046,кофе премиум,нет,кафетерий,"город Москва, проспект Вернадского, дом 37, корпус 2",10,"37.509451,55.677428",проспект Вернадского,,район Проспект Вернадского
12762,12762,198182,вкусная столовая,нет,столовая,"город Москва, проспект Мира, дом 102, корпус 1",15,"37.636671,55.800595",проспект Мира,,Алексеевский район
12763,12763,197489,кулинария,нет,магазин (отдел кулинарии),"город Москва, проспект Мира, дом 102, корпус 1",4,"37.636671,55.800595",проспект Мира,,Алексеевский район
12764,12764,197518,шаурма,нет,закусочная,"город Москва, проспект Мира, дом 102, корпус 1",0,"37.636671,55.800595",проспект Мира,,Алексеевский район
12778,12778,198860,риоба,нет,кафе,"город Москва, проспект Мира, дом 211, корпус 1",20,"37.66265,55.844041",проспект Мира,,район Свиблово
12879,12879,202670,столовая,нет,столовая,"город Москва, Профсоюзная улица, дом 3",50,"37.572396,55.685726",Профсоюзная улица,,Академический район
12887,12887,202756,альбион,нет,кафе,"город Москва, Профсоюзная улица, дом 56",0,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
12888,12888,202743,гриль хаус,нет,ресторан,"город Москва, Профсоюзная улица, дом 56",0,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
12889,12889,200591,урбан кофикс раша,нет,кафетерий,"город Москва, Профсоюзная улица, дом 61А",15,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12890,12890,200593,фирма бит,нет,кафе,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12891,12891,200597,фирма бит,нет,кафе,"город Москва, Профсоюзная улица, дом 61А",20,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12892,12892,200598,эвоян э.а,нет,кафе,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12893,12893,200533,теремок-инвест,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12894,12894,200537,бургер рус,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12895,12895,200543,вайт вотерс хоспиталити партнерс,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12896,12896,200567,гришаев в.в,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12897,12897,200572,гришаев в.в,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12898,12898,200573,дамаскина к.а,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12899,12899,200576,мартиросян м.г.,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12900,12900,200582,милти,да,ресторан,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12901,12901,200583,сити ресторантс,нет,ресторан,"город Москва, Профсоюзная улица, дом 61А",15,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12902,12902,200585,современные пищевые технологии,нет,кафе,"город Москва, Профсоюзная улица, дом 61А",0,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12903,12903,200586,сотниченко е.а,нет,кафе,"город Москва, Профсоюзная улица, дом 61А",15,"37.541503,55.656031",Профсоюзная улица,,район Черёмушки
12904,12904,203280,кофе,нет,кафетерий,"город Москва, Профсоюзная улица, дом 56",0,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
12905,12905,203395,обеды с собой,нет,магазин (отдел кулинарии),"город Москва, Профсоюзная улица, дом 56",0,"37.55248,55.670021",Профсоюзная улица,,Обручевский район
12906,12906,202474,кафе ла пиола,нет,кафе,"город Москва, Профсоюзная улица, дом 109, корпус 2",155,"37.519863,55.632901",Профсоюзная улица,,район Коньково
12919,12919,201222,гриль хаус,нет,кафе,"город Москва, Профсоюзная улица, дом 129А",30,"37.507484,55.61813",Профсоюзная улица,,район Ясенево
12920,12920,201230,33 пингвина,нет,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 129А",16,"37.507484,55.61813",Профсоюзная улица,,район Ясенево
12921,12921,201231,елихинкали,нет,кафе,"город Москва, Профсоюзная улица, дом 129А",50,"37.507484,55.61813",Профсоюзная улица,,район Ясенево
12922,12922,201244,coffeefresh,нет,кафетерий,"город Москва, Профсоюзная улица, дом 129А",10,"37.507484,55.61813",Профсоюзная улица,,район Ясенево
12923,12923,198307,фабула,нет,ресторан,"город Москва, Профсоюзная улица, дом 129А",120,"37.507484,55.61813",Профсоюзная улица,,район Ясенево
12930,12930,203995,aloha poke bar,нет,кафе,"город Москва, Ленинский проспект, дом 109",0,"37.511445,55.663842",Ленинский проспект,,Обручевский район
12931,12931,203952,моремания,нет,ресторан,"город Москва, Ленинский проспект, дом 109",45,"37.511445,55.663842",Ленинский проспект,,Обручевский район
12932,12932,203948,bb&burgers,нет,кафе,"город Москва, Ленинский проспект, дом 109",30,"37.511445,55.663842",Ленинский проспект,,Обручевский район
12933,12933,203936,смузи&хлеб,нет,кафетерий,"город Москва, Ленинский проспект, дом 109",0,"37.511445,55.663842",Ленинский проспект,,Обручевский район
12934,12934,203266,кофеок,нет,кафе,"город Москва, Профсоюзная улица, дом 65, корпус 1",40,"37.537901,55.653309",Профсоюзная улица,,район Коньково
12953,12953,202895,кахури,нет,кафе,"город Москва, Профсоюзная улица, дом 64",8,"37.547405,55.666482",Профсоюзная улица,,Обручевский район
12954,12954,203844,шаурмания,нет,кафе,"город Москва, Ленинский проспект, дом 109",0,"37.511445,55.663842",Ленинский проспект,,Обручевский район
12955,12955,203845,бак бо,нет,кафе,"город Москва, Ленинский проспект, дом 109",0,"37.511445,55.663842",Ленинский проспект,,Обручевский район
12956,12956,200711,милти,да,буфет,"город Москва, Профсоюзная улица, дом 118",0,"37.521129,55.636306",Профсоюзная улица,,район Коньково
12967,12967,199303,krevetka seafood,нет,ресторан,"город Москва, проспект Вернадского, дом 6",50,"37.527956,55.691958",проспект Вернадского,,район Раменки
12969,12969,202172,завод,нет,ресторан,"город Москва, Кутузовский проспект, дом 12, строение 9",70,"37.557772,55.749836",Кутузовский проспект,,район Дорогомилово
12970,12970,203006,тбилиси,нет,ресторан,"город Москва, Кутузовский проспект, дом 12, строение 1",35,"37.5592,55.750788",Кутузовский проспект,,район Дорогомилово
12971,12971,203578,микс,нет,бар,"город Москва, Кутузовский проспект, дом 12, строение 1",100,"37.5592,55.750788",Кутузовский проспект,,район Дорогомилово
13034,13034,199954,кантина,нет,столовая,"город Москва, Ленинградский проспект, дом 72, корпус 3",232,"37.520833,55.804951",Ленинградский проспект,,район Аэропорт
13063,13063,196504,сотоловая академия экономики и права,нет,столовая,"город Москва, Варшавское шоссе, дом 23",20,"37.622297,55.694875",Варшавское шоссе,,Донской район
13119,13119,197771,wok и рис,нет,кафе,"город Москва, Варшавское шоссе, дом 87Б",0,"37.620698,55.653644",Варшавское шоссе,,Нагорный район
13122,13122,202767,кофе с собой «coffe way»,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 97",4,"37.624247,55.633221",Варшавское шоссе,,район Чертаново Северное
13138,13138,203497,молодость lounge,нет,бар,"город Москва, Варшавское шоссе, дом 86А",32,"37.618776,55.649997",Варшавское шоссе,,Нагорный район
13140,13140,194582,точка продажи готовой еды милти,да,магазин (отдел кулинарии),"город Москва, Варшавское шоссе, дом 160",0,"37.59524,55.582986",Варшавское шоссе,,район Чертаново Южное
13145,13145,199139,«снек бар в кинотеатре «космик»»,нет,кафетерий,"город Москва, Варшавское шоссе, дом 160",6,"37.59524,55.582986",Варшавское шоссе,,район Чертаново Южное
13150,13150,196277,донер кебаб,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 170А",0,"37.595465,55.581368",Варшавское шоссе,,район Чертаново Южное
13202,13202,150635,ресторан «anton»,нет,ресторан,"город Москва, Пресненская набережная, дом 8, строение 1",60,"37.539078,55.747115",Пресненская набережная,,Пресненский район
13219,13219,194911,сырная лавка «бурвиль»,нет,кафе,"город Москва, Пресненская набережная, дом 6, строение 2",5,"37.540488,55.748143",Пресненская набережная,,Пресненский район
13223,13223,194250,ресторан «bocconcino»,нет,ресторан,"город Москва, Пресненская набережная, дом 10, строение 2",50,"37.534954,55.74751",Пресненская набережная,,Пресненский район
13224,13224,200672,кафе «iq»,нет,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",5,"37.534954,55.74751",Пресненская набережная,,Пресненский район
13225,13225,200624,кафе «волконский»,нет,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",65,"37.534954,55.74751",Пресненская набережная,,Пресненский район
13226,13226,200292,бар «ku рамен-бар»,нет,бар,"город Москва, Пресненская набережная, дом 10, строение 2",80,"37.534954,55.74751",Пресненская набережная,,Пресненский район
13227,13227,199206,кафе «гутай»,нет,кафе,"город Москва, Пресненская набережная, дом 10, строение 2",27,"37.534954,55.74751",Пресненская набережная,,Пресненский район
13269,13269,198837,крафтовое пиво,нет,бар,"город Москва, проспект Мира, дом 188Б, корпус 2",12,"37.658338,55.835008",проспект Мира,,район Ростокино
13292,13292,200502,кухня кипра,нет,кафе,"город Москва, Ленинградский проспект, дом 36",12,"37.559379,55.791243",Ленинградский проспект,,район Аэропорт
13293,13293,200499,рно,нет,кафе,"город Москва, Ленинградский проспект, дом 36",10,"37.559379,55.791243",Ленинградский проспект,,район Аэропорт
13304,13304,195150,халяль фуд,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, владение 132/1",20,"37.609416,55.620921",Варшавское шоссе,,район Чертаново Центральное
13305,13305,195599,"шаурма, выпечка",нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, владение 132/1",0,"37.609416,55.620921",Варшавское шоссе,,район Чертаново Центральное
13346,13346,197674,кулинарная лавка братьев караваевых,да,кафе,"город Москва, Ленинградский проспект, дом 72, корпус 1",33,"37.520339,55.805791",Ленинградский проспект,,район Аэропорт
13357,13357,204134,домино'с пицца,да,кафе,"город Москва, Профсоюзная улица, дом 76",10,"37.54356,55.66076",Профсоюзная улица,,Обручевский район
13365,13365,202479,папа джонс,да,кафе,"город Москва, Профсоюзная улица, дом 109, корпус 2",15,"37.519863,55.632901",Профсоюзная улица,,район Коньково
13368,13368,197716,сушишоп,да,предприятие быстрого обслуживания,"город Москва, Профсоюзная улица, дом 2/22",9,"37.572378,55.687477",Профсоюзная улица,,Академический район
13391,13391,197770,бургер кинг,да,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 87Б",0,"37.620698,55.653644",Варшавское шоссе,,Нагорный район
13425,13425,172314,кофе с собой,да,кафе,"город Москва, Ленинградский проспект, дом 78, корпус 1",2,"37.513296,55.806059",Ленинградский проспект,,район Аэропорт
13426,13426,197823,кофе с собой,да,кафе,"город Москва, Ленинградский проспект, дом 74, корпус 1",2,"37.516952,55.805133",Ленинградский проспект,,район Аэропорт
